artist,like,play,skip,engagement_rate,skip_rate
HANSEL,1,7,2,0.14285714285714285,0.2857142857142857
Haikaiss,1,7,1,0.14285714285714285,0.14285714285714285
Boehm,1,7,0,0.14285714285714285,0.0
Latimore,1,7,0,0.14285714285714285,0.0
Noel,1,7,2,0.14285714285714285,0.2857142857142857
Andrew Simple,1,7,1,0.14285714285714285,0.14285714285714285
bbno$,2,14,0,0.14285714285714285,0.0
Gary Jules,1,7,0,0.14285714285714285,0.0
Gary's Gang,1,7,2,0.14285714285714285,0.2857142857142857
DJ Mehdi,1,7,0,0.14285714285714285,0.0
YVR,1,7,1,0.14285714285714285,0.14285714285714285
EMADUS,1,7,0,0.14285714285714285,0.0
EMBRZ,1,7,0,0.14285714285714285,0.0
PH Electro,1,7,0,0.14285714285714285,0.0
PLANKGAS,1,7,0,0.14285714285714285,0.0
Keri Hilson,1,7,1,0.14285714285714285,0.14285714285714285
TRY Deny,1,7,2,0.14285714285714285,0.2857142857142857
Theory of a Deadman,6,42,2,0.14285714285714285,0.047619047619047616
Bjonr,1,7,1,0.14285714285714285,0.14285714285714285
Yan Collazo,1,7,1,0.14285714285714285,0.14285714285714285
Oscarcito,1,7,0,0.14285714285714285,0.0
Lala Lala,1,7,1,0.14285714285714285,0.14285714285714285
Solovino,1,7,0,0.14285714285714285,0.0
Entre Linhas,1,7,1,0.14285714285714285,0.14285714285714285
GAMBOA,1,7,2,0.14285714285714285,0.2857142857142857
Ideal,1,7,1,0.14285714285714285,0.14285714285714285
Looking Glass,1,7,0,0.14285714285714285,0.0
Cormega,1,7,1,0.14285714285714285,0.14285714285714285
Ginostacksz Bravs Tavv,1,7,0,0.14285714285714285,0.0
Giorgio Moroder,1,7,2,0.14285714285714285,0.2857142857142857
DREAMCATCHER,1,7,0,0.14285714285714285,0.0
DRIIIFT,1,7,0,0.14285714285714285,0.0
Nai Palm,1,7,1,0.14285714285714285,0.14285714285714285
Deathpact,1,7,1,0.14285714285714285,0.14285714285714285
Robag Wruhme,1,7,1,0.14285714285714285,0.14285714285714285
Hila Ruach,1,7,1,0.14285714285714285,0.14285714285714285
Hiphop Tamizha,2,14,0,0.14285714285714285,0.0
Gary Caos,1,7,1,0.14285714285714285,0.14285714285714285
DJ Eggs,1,7,0,0.14285714285714285,0.0
Aesthetic Perfection,2,14,2,0.14285714285714285,0.14285714285714285
After 10,2,14,2,0.14285714285714285,0.14285714285714285
Yung Skii,1,7,2,0.14285714285714285,0.2857142857142857
Alias,1,7,1,0.14285714285714285,0.14285714285714285
Alice Cooper,15,105,19,0.14285714285714285,0.18095238095238095
Alice Jemima,2,14,0,0.14285714285714285,0.0
SARM,1,7,1,0.14285714285714285,0.14285714285714285
Tyrone Davis,2,14,1,0.14285714285714285,0.07142857142857142
Ludvig Forssell,1,7,2,0.14285714285714285,0.2857142857142857
TST,1,7,0,0.14285714285714285,0.0
Idina Menzel,2,14,1,0.14285714285714285,0.07142857142857142
IQ,2,14,2,0.14285714285714285,0.14285714285714285
EZI,2,14,1,0.14285714285714285,0.07142857142857142
Cosmo's Midnight,2,14,1,0.14285714285714285,0.07142857142857142
Tinley,1,7,1,0.14285714285714285,0.14285714285714285
Clarence Carter,2,14,1,0.14285714285714285,0.07142857142857142
Aiyo,1,7,1,0.14285714285714285,0.14285714285714285
Sampa the Great,1,7,0,0.14285714285714285,0.0
Love Canon,5,35,5,0.14285714285714285,0.14285714285714285
N7,1,7,1,0.14285714285714285,0.14285714285714285
NEFFEX,1,7,0,0.14285714285714285,0.0
Melih Aydogan,1,7,1,0.14285714285714285,0.14285714285714285
Laurent Wolf feat. Eric Carter,1,7,2,0.14285714285714285,0.2857142857142857
Niia,1,7,0,0.14285714285714285,0.0
Jetty Rachers,1,7,3,0.14285714285714285,0.42857142857142855
Proleter,4,28,6,0.14285714285714285,0.21428571428571427
Pseudónimo,1,7,1,0.14285714285714285,0.14285714285714285
.Sinh,2,14,2,0.14285714285714285,0.14285714285714285
Zimple,2,14,1,0.14285714285714285,0.07142857142857142
Cheap Trick,9,63,8,0.14285714285714285,0.12698412698412698
Gopi Waraich,1,7,1,0.14285714285714285,0.14285714285714285
The J. Geils Band,2,14,0,0.14285714285714285,0.0
St. Lucia,4,28,4,0.14285714285714285,0.14285714285714285
Simple Citizens,1,7,2,0.14285714285714285,0.2857142857142857
tobi lou,1,7,0,0.14285714285714285,0.0
Sweeper,2,14,1,0.14285714285714285,0.07142857142857142
Prince of falls,3,21,2,0.14285714285714285,0.09523809523809523
"Danny ""Butch"" Means",1,7,0,0.14285714285714285,0.0
2 LIVE CREW,1,7,1,0.14285714285714285,0.14285714285714285
Mavrick,1,7,0,0.14285714285714285,0.0
Mc Maha,1,7,1,0.14285714285714285,0.14285714285714285
Faber Drive,1,7,0,0.14285714285714285,0.0
FLORA,1,7,0,0.14285714285714285,0.0
"""Dear Evan Hansen"" August 2018 Broadway Cast",2,14,0,0.14285714285714285,0.0
Sweet,7,49,8,0.14285714285714285,0.16326530612244897
Tesla,2,14,3,0.14285714285714285,0.21428571428571427
Kiddo Toto,1,7,1,0.14285714285714285,0.14285714285714285
Kianush,3,21,5,0.14285714285714285,0.23809523809523808
Kid Elliot,1,7,2,0.14285714285714285,0.2857142857142857
DJ Mibor,5,35,4,0.14285714285714285,0.11428571428571428
The Hot Damns,1,7,0,0.14285714285714285,0.0
Agusa,1,7,0,0.14285714285714285,0.0
Soul (Mo Henderson's Group),1,7,2,0.14285714285714285,0.2857142857142857
Tim McGraw,1,7,1,0.14285714285714285,0.14285714285714285
Trynket,1,7,2,0.14285714285714285,0.2857142857142857
Broken Back,1,7,0,0.14285714285714285,0.0
Van Der Graaf Generator,1,7,1,0.14285714285714285,0.14285714285714285
Ed Maverick,1,7,1,0.14285714285714285,0.14285714285714285
Stesso,1,7,4,0.14285714285714285,0.5714285714285714
Cheree,1,7,3,0.14285714285714285,0.42857142857142855
Clavee,1,7,0,0.14285714285714285,0.0
Rkomi,1,7,1,0.14285714285714285,0.14285714285714285
"Albert Hammond, Jr.",1,7,2,0.14285714285714285,0.2857142857142857
Albert King,1,7,0,0.14285714285714285,0.0
Cauty,1,7,1,0.14285714285714285,0.14285714285714285
Elodie,1,7,2,0.14285714285714285,0.2857142857142857
Elvis Presley,1,7,1,0.14285714285714285,0.14285714285714285
Losless,1,7,1,0.14285714285714285,0.14285714285714285
The Be Good Tanyas,1,7,0,0.14285714285714285,0.0
King Arthur,3,21,3,0.14285714285714285,0.14285714285714285
Geoxor,1,7,0,0.14285714285714285,0.0
Geraldo Pino,1,7,1,0.14285714285714285,0.14285714285714285
audrey,1,7,0,0.14285714285714285,0.0
Ansel Elgort,1,7,1,0.14285714285714285,0.14285714285714285
OnCue,1,7,0,0.14285714285714285,0.0
Black Coast,1,7,1,0.14285714285714285,0.14285714285714285
Black Pistol Fire,1,7,2,0.14285714285714285,0.2857142857142857
Koosen,1,7,2,0.14285714285714285,0.2857142857142857
Momo Soundz,3,21,3,0.14285714285714285,0.14285714285714285
Pastiche,1,7,0,0.14285714285714285,0.0
Chymamusique,1,7,0,0.14285714285714285,0.0
Ivory Layne,1,7,2,0.14285714285714285,0.2857142857142857
The Church,1,7,2,0.14285714285714285,0.2857142857142857
MJG,3,21,2,0.14285714285714285,0.09523809523809523
MOMOLAND,3,21,2,0.14285714285714285,0.09523809523809523
Tree60,1,7,0,0.14285714285714285,0.0
Patrice Bäumel,1,7,2,0.14285714285714285,0.2857142857142857
Raquel Aurilia,1,7,0,0.14285714285714285,0.0
TORU,1,7,0,0.14285714285714285,0.0
Dexter,1,7,1,0.14285714285714285,0.14285714285714285
Chromatics,2,14,2,0.14285714285714285,0.14285714285714285
Electric Youth,1,7,1,0.14285714285714285,0.14285714285714285
Cartoon,2,14,4,0.14285714285714285,0.2857142857142857
Greg Grease,1,7,1,0.14285714285714285,0.14285714285714285
flora cash,2,14,1,0.14285714285714285,0.07142857142857142
Eredaze,1,7,0,0.14285714285714285,0.0
Roc DaGuard,5,35,4,0.14285714285714285,0.11428571428571428
[dunkelbunt],1,7,4,0.14285714285714285,0.5714285714285714
Natalie Weiss,1,7,1,0.14285714285714285,0.14285714285714285
Dafuniks,1,7,0,0.14285714285714285,0.0
Tye Tribbett,1,7,1,0.14285714285714285,0.14285714285714285
Lewis Blissett,1,7,2,0.14285714285714285,0.2857142857142857
Cody Francis,1,7,0,0.14285714285714285,0.0
The Last Shadow Puppets,1,7,0,0.14285714285714285,0.0
Hana,1,7,0,0.14285714285714285,0.0
Hank von Hell,1,7,1,0.14285714285714285,0.14285714285714285
Action Bronson,1,7,0,0.14285714285714285,0.0
Adam Hicks,2,14,0,0.14285714285714285,0.0
Thomas Newson,3,21,3,0.14285714285714285,0.14285714285714285
C.R.O,1,7,3,0.14285714285714285,0.42857142857142855
CALV,1,7,2,0.14285714285714285,0.2857142857142857
Trap Capos,1,7,0,0.14285714285714285,0.0
Croatia Squad,1,7,2,0.14285714285714285,0.2857142857142857
MV5,1,7,1,0.14285714285714285,0.14285714285714285
MisterWives,2,14,1,0.14285714285714285,0.07142857142857142
four lore,1,7,1,0.14285714285714285,0.14285714285714285
C & C Music Factory,1,7,0,0.14285714285714285,0.0
Eva Simons,4,28,1,0.14285714285714285,0.03571428571428571
Aanysa,2,14,0,0.14285714285714285,0.0
Aaron Smith,2,14,2,0.14285714285714285,0.14285714285714285
Christian Wedvik,1,7,1,0.14285714285714285,0.14285714285714285
Christina Milian,1,7,1,0.14285714285714285,0.14285714285714285
JAMO,1,7,2,0.14285714285714285,0.2857142857142857
Vitalic,1,7,0,0.14285714285714285,0.0
Mac Gregor,2,14,1,0.14285714285714285,0.07142857142857142
Andrezia,1,7,0,0.14285714285714285,0.0
Block Scholars,1,7,2,0.14285714285714285,0.2857142857142857
Teddy Riley,3,21,1,0.14285714285714285,0.047619047619047616
Amandla Stenberg,1,7,0,0.14285714285714285,0.0
No Money Enterprise,1,7,0,0.14285714285714285,0.0
Lary Over,1,7,3,0.14285714285714285,0.42857142857142855
Rudy Mancuso,1,7,0,0.14285714285714285,0.0
KILLY,3,21,3,0.14285714285714285,0.14285714285714285
Paula Romina,1,7,1,0.14285714285714285,0.14285714285714285
J-ZAID,1,7,1,0.14285714285714285,0.14285714285714285
J. Lewis,1,7,1,0.14285714285714285,0.14285714285714285
J. Nandez,1,7,2,0.14285714285714285,0.2857142857142857
Freestylers,1,7,3,0.14285714285714285,0.42857142857142855
Freischwimmer,1,7,0,0.14285714285714285,0.0
Seedhe Maut,1,7,0,0.14285714285714285,0.0
Zazo & Gxurmet,1,7,1,0.14285714285714285,0.14285714285714285
TRASH HEADS,1,7,2,0.14285714285714285,0.2857142857142857
Arythma,1,7,2,0.14285714285714285,0.2857142857142857
Ashanti,5,35,3,0.14285714285714285,0.08571428571428572
Papa Wave,1,7,1,0.14285714285714285,0.14285714285714285
Refeci,1,7,0,0.14285714285714285,0.0
Big Audio Dynamite,1,7,0,0.14285714285714285,0.0
Parcels,2,14,1,0.14285714285714285,0.07142857142857142
Bob Gordon,1,7,2,0.14285714285714285,0.2857142857142857
Keith Cullen,3,21,2,0.14285714285714285,0.09523809523809523
Around The Way,1,7,0,0.14285714285714285,0.0
E Z R A,1,7,2,0.14285714285714285,0.2857142857142857
ImButcher,1,7,0,0.14285714285714285,0.0
Kaydy Cain,1,7,1,0.14285714285714285,0.14285714285714285
Palomo Wendel,1,7,0,0.14285714285714285,0.0
MAXIFAM,1,7,0,0.14285714285714285,0.0
Papa Reu,1,7,1,0.14285714285714285,0.14285714285714285
XY&O,5,35,0,0.14285714285714285,0.0
Bespoke Dude,1,7,1,0.14285714285714285,0.14285714285714285
Rejjie Snow,1,7,0,0.14285714285714285,0.0
Renan Cavolik,1,7,1,0.14285714285714285,0.14285714285714285
Rene & Diego,1,7,1,0.14285714285714285,0.14285714285714285
Immaculate Fools,1,7,1,0.14285714285714285,0.14285714285714285
Léo Rocatto,1,7,1,0.14285714285714285,0.14285714285714285
KeKe Wyatt,1,7,4,0.14285714285714285,0.5714285714285714
Revol,1,7,0,0.14285714285714285,0.0
Vigel,1,7,2,0.14285714285714285,0.2857142857142857
Big K.R.I.T.,16,112,16,0.14285714285714285,0.14285714285714285
Iceberg Black,1,7,1,0.14285714285714285,0.14285714285714285
Lym en,1,7,1,0.14285714285714285,0.14285714285714285
Muhfaad,2,14,0,0.14285714285714285,0.0
Paolo Nutini,4,28,4,0.14285714285714285,0.14285714285714285
Adamovich,1,7,0,0.14285714285714285,0.0
Triumph,1,7,0,0.14285714285714285,0.0
Schandmaul,1,7,2,0.14285714285714285,0.2857142857142857
Achille Lauro,1,7,1,0.14285714285714285,0.14285714285714285
Achtabahn,1,7,0,0.14285714285714285,0.0
MC Fioti,3,21,3,0.14285714285714285,0.14285714285714285
DJ Antoine,2,14,6,0.14285714285714285,0.42857142857142855
Bhad Bhabie,1,7,0,0.14285714285714285,0.0
Ashes Remain,1,7,2,0.14285714285714285,0.2857142857142857
Moosh & Twist,2,14,2,0.14285714285714285,0.14285714285714285
Fusion Groove Orchestra,1,7,2,0.14285714285714285,0.2857142857142857
MC Maneirinho,2,14,1,0.14285714285714285,0.07142857142857142
More Giraffes,1,7,5,0.14285714285714285,0.7142857142857143
Morgan Page,3,21,3,0.14285714285714285,0.14285714285714285
Alex Isley,1,7,0,0.14285714285714285,0.0
Derek Minor,1,7,1,0.14285714285714285,0.14285714285714285
Nause,1,7,0,0.14285714285714285,0.0
Zucchero,1,7,0,0.14285714285714285,0.0
Stefflon Don,2,14,3,0.14285714285714285,0.21428571428571427
Stephen Bishop,2,14,4,0.14285714285714285,0.2857142857142857
Eden Project,1,7,1,0.14285714285714285,0.14285714285714285
Bleeke,1,7,1,0.14285714285714285,0.14285714285714285
Los Amigos Invisibles,2,14,3,0.14285714285714285,0.21428571428571427
Kamiyada+,1,7,0,0.14285714285714285,0.0
PashaPG,2,14,2,0.14285714285714285,0.14285714285714285
MAVI,1,7,1,0.14285714285714285,0.14285714285714285
M2H,1,7,1,0.14285714285714285,0.14285714285714285
Mr Sanka,1,7,0,0.14285714285714285,0.0
Triple H,1,7,1,0.14285714285714285,0.14285714285714285
Mr. Belt & Wezol,1,7,0,0.14285714285714285,0.0
corandcrank,1,7,0,0.14285714285714285,0.0
Da Brat,1,7,1,0.14285714285714285,0.14285714285714285
The Notorious B.I.G.,36,253,33,0.1422924901185771,0.13043478260869565
Becky G,16,113,12,0.1415929203539823,0.10619469026548672
Kaskade,14,99,10,0.1414141414141414,0.10101010101010101
Rick Ross,45,319,43,0.14106583072100312,0.13479623824451412
Lisa McClendon,11,78,9,0.14102564102564102,0.11538461538461539
Rod Stewart,10,71,4,0.14084507042253522,0.056338028169014086
Green Tea,9,64,13,0.140625,0.203125
Britney Spears,8,57,12,0.14035087719298245,0.21052631578947367
Arizona Zervas,7,50,5,0.14,0.1
Montell Jordan,7,50,14,0.14,0.28
Status Quo,7,50,7,0.14,0.14
Elton John,20,143,14,0.13986013986013987,0.0979020979020979
Young Buck,6,43,12,0.13953488372093023,0.27906976744186046
"Tyler, The Creator",12,86,6,0.13953488372093023,0.06976744186046512
MC Hammer,6,43,3,0.13953488372093023,0.06976744186046512
Jay Sean,6,43,4,0.13953488372093023,0.09302325581395349
Ledisi,11,79,6,0.13924050632911392,0.0759493670886076
The Rolling Stones,37,266,28,0.13909774436090225,0.10526315789473684
The Bloody Beetroots,5,36,4,0.1388888888888889,0.1111111111111111
Donell Jones,10,72,10,0.1388888888888889,0.1388888888888889
Alec Benjamin,5,36,3,0.1388888888888889,0.08333333333333333
The.madpix.project,5,36,4,0.1388888888888889,0.1111111111111111
Dwin,5,36,11,0.1388888888888889,0.3055555555555556
Oliver Heldens,5,36,4,0.1388888888888889,0.1111111111111111
Yes,5,36,6,0.1388888888888889,0.16666666666666666
Farruko,25,180,22,0.1388888888888889,0.12222222222222222
Alex Rose,14,101,10,0.13861386138613863,0.09900990099009901
Dr. Dre,18,130,20,0.13846153846153847,0.15384615384615385
Ty Dolla $ign,9,65,10,0.13846153846153847,0.15384615384615385
Prince,13,94,10,0.13829787234042554,0.10638297872340426
Pickin' On Series,13,94,10,0.13829787234042554,0.10638297872340426
Robert Palmer,4,29,5,0.13793103448275862,0.1724137931034483
Taio Cruz,4,29,3,0.13793103448275862,0.10344827586206896
Electric Guest,4,29,3,0.13793103448275862,0.10344827586206896
Killstation,8,58,10,0.13793103448275862,0.1724137931034483
Alphaville,4,29,4,0.13793103448275862,0.13793103448275862
Riton,4,29,3,0.13793103448275862,0.10344827586206896
Horace Brown,4,29,0,0.13793103448275862,0.0
Deeparture,4,29,4,0.13793103448275862,0.13793103448275862
Tim Berg,4,29,7,0.13793103448275862,0.2413793103448276
Elli Ingram,4,29,1,0.13793103448275862,0.034482758620689655
Creed,4,29,0,0.13793103448275862,0.0
Simaga,4,29,1,0.13793103448275862,0.034482758620689655
Mr. Polska,4,29,7,0.13793103448275862,0.2413793103448276
Firefall,4,29,1,0.13793103448275862,0.034482758620689655
Jaymes Young,4,29,2,0.13793103448275862,0.06896551724137931
Sunnery James & Ryan Marciano,4,29,5,0.13793103448275862,0.1724137931034483
FSK SATELLITE,4,29,1,0.13793103448275862,0.034482758620689655
Sidhu Moose Wala,15,109,11,0.13761467889908258,0.10091743119266056
Syn Cole,11,80,9,0.1375,0.1125
Meghan Trainor,11,80,13,0.1375,0.1625
J Alvarez,25,182,18,0.13736263736263737,0.0989010989010989
Incubus,7,51,12,0.13725490196078433,0.23529411764705882
Neil Young,7,51,10,0.13725490196078433,0.19607843137254902
R3HAB,48,350,44,0.13714285714285715,0.12571428571428572
Bohdi,3,22,3,0.13636363636363635,0.13636363636363635
XXXTENTACION,9,66,9,0.13636363636363635,0.13636363636363635
Wiley,3,22,1,0.13636363636363635,0.045454545454545456
León Larregui,3,22,4,0.13636363636363635,0.18181818181818182
nogano,3,22,0,0.13636363636363635,0.0
A$AP Mob,3,22,7,0.13636363636363635,0.3181818181818182
"Tito ""El Bambino""",9,66,13,0.13636363636363635,0.19696969696969696
Vixen,3,22,1,0.13636363636363635,0.045454545454545456
Kansas,6,44,8,0.13636363636363635,0.18181818181818182
Echo & the Bunnymen,3,22,2,0.13636363636363635,0.09090909090909091
Young the Giant,3,22,6,0.13636363636363635,0.2727272727272727
Mc Pedrinho,3,22,1,0.13636363636363635,0.045454545454545456
Mustasch,3,22,2,0.13636363636363635,0.09090909090909091
Bassjackers,27,198,25,0.13636363636363635,0.12626262626262627
T.K. Soul,6,44,11,0.13636363636363635,0.25
Bastille,9,66,7,0.13636363636363635,0.10606060606060606
The HU,3,22,1,0.13636363636363635,0.045454545454545456
Scott Walker,3,22,3,0.13636363636363635,0.13636363636363635
Pelicandy,3,22,3,0.13636363636363635,0.13636363636363635
Bon Jovi,23,169,24,0.13609467455621302,0.14201183431952663
AC/DC,14,103,13,0.13592233009708737,0.1262135922330097
Alicia Keys,11,81,9,0.13580246913580246,0.1111111111111111
8Ball & MJG,8,59,9,0.13559322033898305,0.15254237288135594
Lunay,8,59,6,0.13559322033898305,0.1016949152542373
TENDER,16,118,15,0.13559322033898305,0.1271186440677966
Guustavv,8,59,9,0.13559322033898305,0.15254237288135594
Rich Music LTD,5,37,5,0.13513513513513514,0.13513513513513514
NERVO,5,37,5,0.13513513513513514,0.13513513513513514
Mon Laferte,5,37,5,0.13513513513513514,0.13513513513513514
Mike Posner,10,74,15,0.13513513513513514,0.20270270270270271
J Balvin,40,296,44,0.13513513513513514,0.14864864864864866
All-4-One,5,37,0,0.13513513513513514,0.0
Quentyn,10,74,11,0.13513513513513514,0.14864864864864866
Chuckii Booker,5,37,7,0.13513513513513514,0.1891891891891892
N.W.A.,20,148,15,0.13513513513513514,0.10135135135135136
Jamie Berry,5,37,4,0.13513513513513514,0.10810810810810811
French Montana,10,74,7,0.13513513513513514,0.0945945945945946
Joe,12,89,16,0.1348314606741573,0.1797752808988764
Tujamo,19,141,17,0.1347517730496454,0.12056737588652482
CASIOPEA,19,141,22,0.1347517730496454,0.15602836879432624
joan,7,52,1,0.1346153846153846,0.019230769230769232
Stevie Wonder,7,52,6,0.1346153846153846,0.11538461538461539
Akon,9,67,12,0.13432835820895522,0.1791044776119403
Why Don't We,9,67,1,0.13432835820895522,0.014925373134328358
Wisin & Yandel,49,365,41,0.13424657534246576,0.11232876712328767
Meek Mill,11,82,6,0.13414634146341464,0.07317073170731707
Fall Out Boy,11,82,10,0.13414634146341464,0.12195121951219512
The Who,28,209,25,0.1339712918660287,0.11961722488038277
Control Machete,15,112,14,0.13392857142857142,0.125
Foreigner,15,112,18,0.13392857142857142,0.16071428571428573
Campsite Dream,15,112,12,0.13392857142857142,0.10714285714285714
Charlie Puth,17,127,25,0.13385826771653545,0.1968503937007874
Scarface,25,187,17,0.13368983957219252,0.09090909090909091
Anderson .Paak,20,150,14,0.13333333333333333,0.09333333333333334
Andy Kulter,2,15,0,0.13333333333333333,0.0
Cruz,2,15,2,0.13333333333333333,0.13333333333333333
soder.,2,15,4,0.13333333333333333,0.26666666666666666
Young M.A,2,15,3,0.13333333333333333,0.2
Werner Mill,2,15,10,0.13333333333333333,0.6666666666666666
Henrique & Diego,2,15,2,0.13333333333333333,0.13333333333333333
Gzuz,8,60,8,0.13333333333333333,0.13333333333333333
Rob Zombie,2,15,3,0.13333333333333333,0.2
El DeBarge,2,15,1,0.13333333333333333,0.06666666666666667
Young Thug,20,150,18,0.13333333333333333,0.12
Angel Olsen,2,15,1,0.13333333333333333,0.06666666666666667
State of Sound,4,30,2,0.13333333333333333,0.06666666666666667
Krewella,4,30,6,0.13333333333333333,0.2
Disturbing Tha Peace,2,15,4,0.13333333333333333,0.26666666666666666
Camp Lo,2,15,2,0.13333333333333333,0.13333333333333333
JoJo2amazing,2,15,1,0.13333333333333333,0.06666666666666667
Ryan Nealon,2,15,3,0.13333333333333333,0.2
Tony Succar,4,30,3,0.13333333333333333,0.1
BJ The Chicago Kid,4,30,1,0.13333333333333333,0.03333333333333333
Rivermaya,4,30,5,0.13333333333333333,0.16666666666666666
Thiaguinho MT,2,15,0,0.13333333333333333,0.0
Knox Hamilton,2,15,2,0.13333333333333333,0.13333333333333333
T-Mass,2,15,4,0.13333333333333333,0.26666666666666666
Alamid,2,15,1,0.13333333333333333,0.06666666666666667
Al B. Sure!,8,60,6,0.13333333333333333,0.1
The Cratez,4,30,5,0.13333333333333333,0.16666666666666666
Bankrol Hayden,2,15,2,0.13333333333333333,0.13333333333333333
Reda Rwena,6,45,1,0.13333333333333333,0.022222222222222223
Ghostofblu,4,30,2,0.13333333333333333,0.06666666666666667
Emilio Rojas,2,15,1,0.13333333333333333,0.06666666666666667
Steve Winwood,2,15,2,0.13333333333333333,0.13333333333333333
Gloria Trevi,4,30,5,0.13333333333333333,0.16666666666666666
Testiculo y Uno,2,15,3,0.13333333333333333,0.2
Eagles,8,60,7,0.13333333333333333,0.11666666666666667
Natixx,2,15,3,0.13333333333333333,0.2
Nathan Aeli,2,15,1,0.13333333333333333,0.06666666666666667
Ria Mae,2,15,3,0.13333333333333333,0.2
BANKS,14,105,14,0.13333333333333333,0.13333333333333333
Kid Frost,2,15,1,0.13333333333333333,0.06666666666666667
SEVENTEEN,2,15,1,0.13333333333333333,0.06666666666666667
SASCHA,2,15,0,0.13333333333333333,0.0
Zion,8,60,9,0.13333333333333333,0.15
Danny Ocean,6,45,10,0.13333333333333333,0.2222222222222222
Tom & Jame,2,15,1,0.13333333333333333,0.06666666666666667
A Flock Of Seagulls,6,45,9,0.13333333333333333,0.2
Deante' Hitchcock,2,15,4,0.13333333333333333,0.26666666666666666
Miami Horror,2,15,4,0.13333333333333333,0.26666666666666666
Danny Brown,4,30,4,0.13333333333333333,0.13333333333333333
Tones and I,12,90,7,0.13333333333333333,0.07777777777777778
Issac Delgado,2,15,1,0.13333333333333333,0.06666666666666667
The Black Eyed Peas,14,105,13,0.13333333333333333,0.12380952380952381
Desiigner,8,60,9,0.13333333333333333,0.15
Shelow Shaq,2,15,0,0.13333333333333333,0.0
Flyleaf,2,15,3,0.13333333333333333,0.2
GNAR,2,15,2,0.13333333333333333,0.13333333333333333
Counting Crows,2,15,0,0.13333333333333333,0.0
Motörhead,8,60,8,0.13333333333333333,0.13333333333333333
Dropgun,2,15,0,0.13333333333333333,0.0
Ace of Base,4,30,2,0.13333333333333333,0.06666666666666667
Scavenger Hunt,2,15,2,0.13333333333333333,0.13333333333333333
Brytiago,10,75,8,0.13333333333333333,0.10666666666666667
Benjamin Francis Leftwich,2,15,6,0.13333333333333333,0.4
My Own Words,2,15,3,0.13333333333333333,0.2
Afro Bros,2,15,4,0.13333333333333333,0.26666666666666666
Chico Rose,4,30,0,0.13333333333333333,0.0
The Hollies,2,15,0,0.13333333333333333,0.0
Santa RM,2,15,2,0.13333333333333333,0.13333333333333333
Broods,2,15,0,0.13333333333333333,0.0
Joey Bada$$,6,45,6,0.13333333333333333,0.13333333333333333
Milly,2,15,0,0.13333333333333333,0.0
Peter Cetera,2,15,2,0.13333333333333333,0.13333333333333333
Jão,2,15,1,0.13333333333333333,0.06666666666666667
Moon Taxi,2,15,0,0.13333333333333333,0.0
Rafael Cerato,2,15,2,0.13333333333333333,0.13333333333333333
Eric B. & Rakim,4,30,2,0.13333333333333333,0.06666666666666667
Franco Masini,2,15,2,0.13333333333333333,0.13333333333333333
Jamule,2,15,6,0.13333333333333333,0.4
James Quick,2,15,5,0.13333333333333333,0.3333333333333333
frumhere,2,15,3,0.13333333333333333,0.2
Freestyle Fellowship,2,15,2,0.13333333333333333,0.13333333333333333
Jake Cooper,2,15,1,0.13333333333333333,0.06666666666666667
THE TRASH MERMAIDS,2,15,5,0.13333333333333333,0.3333333333333333
Monomono,2,15,2,0.13333333333333333,0.13333333333333333
Ski Mask The Slump God,4,30,5,0.13333333333333333,0.16666666666666666
ØMG,2,15,2,0.13333333333333333,0.13333333333333333
Melanie Faye,2,15,1,0.13333333333333333,0.06666666666666667
Mac Miller,13,98,18,0.1326530612244898,0.1836734693877551
Color Me Badd,11,83,6,0.13253012048192772,0.07228915662650602
Selena Gomez,22,166,24,0.13253012048192772,0.14457831325301204
Electric Light Orchestra,9,68,6,0.1323529411764706,0.08823529411764706
Bad Bunny,32,242,26,0.1322314049586777,0.10743801652892562
Matoma,7,53,3,0.1320754716981132,0.05660377358490566
Camila Cabello,14,106,6,0.1320754716981132,0.05660377358490566
Fanny Lu,7,53,6,0.1320754716981132,0.11320754716981132
The Psychedelic Furs,7,53,5,0.1320754716981132,0.09433962264150944
Will Sparks,7,53,6,0.1320754716981132,0.11320754716981132
Tom Petty,12,91,12,0.13186813186813187,0.13186813186813187
Scorpions,34,258,26,0.13178294573643412,0.10077519379844961
Kid Cudi,10,76,9,0.13157894736842105,0.11842105263157894
Jory Boy,5,38,4,0.13157894736842105,0.10526315789473684
The Hives,5,38,1,0.13157894736842105,0.02631578947368421
Toni Braxton,10,76,11,0.13157894736842105,0.14473684210526316
Nacho,10,76,13,0.13157894736842105,0.17105263157894737
Gorillaz,5,38,6,0.13157894736842105,0.15789473684210525
Rim'K,5,38,5,0.13157894736842105,0.13157894736842105
St. Viper,5,38,6,0.13157894736842105,0.15789473684210525
YG,13,99,13,0.13131313131313133,0.13131313131313133
DJ Khaled,16,122,14,0.13114754098360656,0.11475409836065574
Showtek,16,122,26,0.13114754098360656,0.21311475409836064
Nicky Romero,25,191,25,0.13089005235602094,0.13089005235602094
Guns N' Roses,56,428,58,0.1308411214953271,0.13551401869158877
Linkin Park,17,130,13,0.13076923076923078,0.1
The Fray,3,23,3,0.13043478260869565,0.13043478260869565
The Offspring,9,69,9,0.13043478260869565,0.13043478260869565
